,child value,parent value,action effect,child action
167,279.79196,80.18638,-0.013411149,-0.013411149
168,279.78418,80.18799,-0.013911421,-0.013911421
169,279.76114,80.19047,-0.014287542,-0.014287542
170,279.75507,80.19224,-0.014703994,-0.014703994
171,279.75574,80.19272,-0.015012275,-0.015012275
172,279.76215,80.190956,-0.015323601,-0.015323601
173,279.74866,80.190445,-0.015409673,-0.015409672
174,279.73132,80.189835,-0.015510798,-0.015510797
175,279.71625,80.19017,-0.015485501,-0.015485501
176,279.71967,80.18947,-0.015436368,-0.015436368
177,279.72888,80.18931,-0.015401017,-0.015401016
178,279.74203,80.18993,-0.015318811,-0.015318811
179,279.7599,80.18995,-0.015180158,-0.015180158
180,279.7838,80.18915,-0.015071686,-0.015071687
181,279.80847,80.18896,-0.014886836,-0.014886836
182,279.82578,80.18806,-0.014709745,-0.014709745
183,279.8465,80.18775,-0.014499371,-0.01449937
184,279.86795,80.18748,-0.014270029,-0.014270029
185,279.8881,80.18731,-0.013988855,-0.013988855
186,279.9115,80.187416,-0.013681325,-0.013681324
187,279.93832,80.18783,-0.013367385,-0.013367385
188,279.96713,80.18844,-0.013019621,-0.013019622
189,279.99728,80.188995,-0.012640212,-0.012640212
190,280.02835,80.18997,-0.012185438,-0.012185439
191,280.06427,80.19063,-0.011775344,-0.011775344
192,280.10034,80.192345,-0.011291627,-0.011291627
193,280.14215,80.19319,-0.010840759,-0.010840758
194,280.18457,80.194595,-0.010349998,-0.010349998
195,280.23212,80.195465,-0.009925225,-0.009925225
196,280.27924,80.19718,-0.009437421,-0.009437421
197,280.33112,80.19815,-0.009002017,-0.009002017
198,280.38177,80.20022,-0.00849695,-0.00849695
199,280.4375,80.20158,-0.008048456,-0.008048456
200,280.49146,80.20422,-0.007528735,-0.007528736
201,280.54938,80.20588,-0.007034387,-0.007034386
202,280.60483,80.20835,-0.006438129,-0.006438128
203,280.66602,80.20985,-0.005965631,-0.005965631
204,280.71732,80.213615,-0.005378499,-0.005378499
205,280.75763,80.21575,-0.004831939,-0.004831939
206,280.79468,80.21919,-0.004229706,-0.004229706
207,280.8352,80.2212,-0.003680145,-0.003680145
208,280.87274,80.22409,-0.003078189,-0.003078189
209,280.91333,80.225975,-0.002548815,-0.002548815
210,280.94647,80.229126,-0.001957048,-0.001957048
211,280.97687,80.23011,-0.00142931,-0.00142931
212,281.0027,80.23217,-0.000839597,-0.000839597
213,281.02277,80.232925,-0.000323555,-0.000323555
214,281.0405,80.23499,0.000254505,0.000254505
215,281.0592,80.23573,0.000752517,0.000752517
216,281.0868,80.23786,0.001312636,0.001312636
217,281.1159,80.23868,0.001782737,0.001782737
218,281.14456,80.24089,0.00200229,0.00200229
219,281.17374,80.2411,0.002141645,0.002141645
220,281.20142,80.2422,0.002332036,0.002332036
221,281.22983,80.242134,0.002424065,0.002424065
222,281.25928,80.24355,0.002553481,0.002553481
223,281.28714,80.24352,0.002648341,0.002648341
224,281.30273,80.24421,0.002771424,0.002771424
225,281.30884,80.244255,0.002821119,0.002821119
226,281.31525,80.24563,0.002854974,0.002854974
227,281.31885,80.245926,0.002832697,0.002832697
228,281.3236,80.24723,0.002863065,0.002863065
229,281.3252,80.24747,0.00282395,0.00282395
230,281.32846,80.24886,0.002828197,0.002828197
231,281.3294,80.24903,0.002782257,0.002782257
232,281.33136,80.25,0.002764077,0.002764077
233,281.33142,80.2501,0.002724858,0.002724858
234,281.33237,80.250885,0.002727302,0.002727302
235,281.33096,80.25095,0.002681809,0.002681809
236,281.33032,80.25174,0.002663719,0.002663719
237,281.3256,80.25181,0.002602907,0.002602908
238,281.31732,80.25254,0.002566847,0.002566847
239,281.30786,80.25262,0.002489466,0.002489466
240,281.29837,80.2533,0.002435062,0.002435062
241,281.27902,80.2533,0.002276276,0.002276276
242,281.25775,80.2539,0.002078583,0.002078583
243,281.23755,80.25384,0.001883155,0.001883155
244,281.21588,80.25435,0.00172866,0.001728661
245,281.19507,80.254265,0.001542978,0.001542978
246,281.17294,80.254585,0.001377501,0.001377501
247,281.1516,80.25319,0.001184635,0.001184635
248,281.12915,80.25208,0.001009115,0.001009115
249,281.11166,80.250694,0.000810914,0.000810915
250,281.09555,80.24956,0.000627154,0.000627154
251,281.08582,80.24932,0.000424885,0.000424885
252,281.0757,80.24941,0.000234195,0.000234195
253,281.06976,80.24939,2.94E-05,2.94E-05
254,281.06665,80.24936,-0.000166572,-0.000166572
255,281.06335,80.24922,-0.00034856,-0.00034856
256,281.05945,80.24908,-0.000516823,-0.000516823
257,281.05518,80.24883,-0.000692568,-0.000692568
258,281.05045,80.24857,-0.000865153,-0.000865153
259,281.04535,80.24822,-0.001040986,-0.001040986
260,281.03976,80.247856,-0.00121688,-0.00121688
261,281.0338,80.24741,-0.001387751,-0.001387751
262,281.0276,80.24697,-0.001544451,-0.001544451
263,281.02094,80.24651,-0.00169151,-0.00169151
264,281.01404,80.24599,-0.001850431,-0.001850431
265,281.00677,80.245445,-0.002000187,-0.002000187
266,280.9993,80.24485,-0.002153996,-0.002153996
267,280.9915,80.24422,-0.002298864,-0.002298864
268,280.9835,80.24395,-0.0024547,-0.0024547
269,280.9752,80.2441,-0.002585993,-0.002585993
270,280.96686,80.24407,-0.002734914,-0.002734914
271,280.95813,80.244026,-0.002857088,-0.002857088
272,280.9494,80.243805,-0.002998797,-0.002998797
273,280.94028,80.24356,-0.003112819,-0.003112819
274,280.9312,80.24317,-0.003248612,-0.003248612
275,280.92175,80.242775,-0.00335283,-0.00335283
276,280.91248,80.2422,-0.003481261,-0.003481261
277,280.9028,80.24165,-0.003575942,-0.003575942
278,280.8933,80.24092,-0.003696327,-0.003696327
279,280.88348,80.24022,-0.003783959,-0.003783959
280,280.8739,80.23936,-0.003900351,-0.003900351
281,280.86395,80.23852,-0.003977865,-0.003977865
282,280.85434,80.23751,-0.004096194,-0.004096194
283,280.84436,80.236534,-0.004172188,-0.004172188
284,280.83478,80.235405,-0.004275854,-0.004275854
285,280.81815,80.23432,-0.004335308,-0.004335308
286,280.8024,80.23307,-0.004423581,-0.004423581
287,280.7848,80.23187,-0.004466406,-0.004466406
288,280.76935,80.23052,-0.004539093,-0.004539093
289,280.75214,80.22923,-0.004565497,-0.004565497
290,280.73712,80.22778,-0.004624072,-0.004624072
291,280.72034,80.22642,-0.004648822,-0.004648822
292,280.70593,80.22489,-0.004707546,-0.004707546
293,280.68976,80.22344,-0.004721747,-0.004721747
294,280.67612,80.222145,-0.004802107,-0.004802107
295,280.66083,80.22184,-0.004851176,-0.004851176
296,280.64795,80.22118,-0.004934382,-0.004934382
297,280.63388,80.22086,-0.004972841,-0.004972841
298,280.6253,80.2202,-0.00504496,-0.00504496
299,280.61475,80.21987,-0.005072751,-0.005072751
300,280.60703,80.219215,-0.005133546,-0.005133546
301,280.5974,80.21888,-0.005150994,-0.005150994
302,280.5906,80.218216,-0.005200509,-0.005200509
303,280.58194,80.21841,-0.005207692,-0.005207692
304,280.57605,80.21855,-0.005245868,-0.005245868
305,280.56836,80.219055,-0.005245093,-0.005245093
306,280.56342,80.21925,-0.005279111,-0.005279111
307,280.5568,80.21981,-0.005274373,-0.005274373
308,280.55273,80.22008,-0.005297797,-0.005297797
309,280.54715,80.220665,-0.005284028,-0.005284028
310,280.544,80.220985,-0.005296635,-0.005296635
311,280.53937,80.22161,-0.005267608,-0.005267608
312,280.5371,80.22198,-0.00526199,-0.00526199
313,280.53354,80.22263,-0.005223516,-0.005223516
314,280.53217,80.22281,-0.005208348,-0.005208348
315,280.5296,80.22328,-0.005162453,-0.005162453
316,280.52908,80.22345,-0.005137867,-0.005137867
317,280.5275,80.22396,-0.00508555,-0.00508555
318,280.52704,80.2242,-0.0050525,-0.0050525
319,280.5238,80.22474,-0.004993985,-0.004993985
320,280.5221,80.22503,-0.00495335,-0.00495335
321,280.51987,80.22562,-0.004890335,-0.004890335
322,280.52316,80.22603,-0.004842623,-0.004842623
323,280.5266,80.22671,-0.004773781,-0.004773781
324,280.5318,80.22717,-0.004758925,-0.004758925
325,280.53632,80.227844,-0.004727499,-0.004727499
326,280.54218,80.228355,-0.004703777,-0.004703777
327,280.54752,80.2288,-0.004665794,-0.004665794
328,280.55402,80.228615,-0.004633624,-0.004633624
329,280.56216,80.22868,-0.004589577,-0.004589577
330,280.57336,80.22858,-0.004549404,-0.004549404
331,280.5843,80.22866,-0.004499784,-0.004499784
332,280.59586,80.22863,-0.004452221,-0.004452221
333,280.60724,80.22873,-0.004397534,-0.004397534
334,280.61902,80.22877,-0.0043306,-0.0043306
335,280.63074,80.2289,-0.004251208,-0.004251208
336,280.6427,80.22899,-0.004171041,-0.004171041
337,280.65466,80.22913,-0.00408925,-0.00408925
338,280.6667,80.229294,-0.004005134,-0.004005134
339,280.67886,80.22946,-0.003921495,-0.003921495
340,280.69095,80.22966,-0.00383419,-0.003834191
341,280.7032,80.22985,-0.003749434,-0.003749434
342,280.71524,80.23011,-0.003659537,-0.003659537
343,280.72748,80.23031,-0.003575331,-0.003575331
344,280.73938,80.23062,-0.003485642,-0.003485642
345,280.7516,80.23083,-0.003402301,-0.003402301
346,280.76328,80.23119,-0.003311509,-0.003311509
347,280.77533,80.23141,-0.003228511,-0.003228511
348,280.7867,80.23182,-0.003137123,-0.003137123
349,280.79855,80.23204,-0.003055286,-0.003055286
350,280.80957,80.23248,-0.002964152,-0.002964152
351,280.8211,80.23272,-0.002883776,-0.002883776
352,280.83173,80.23319,-0.002793162,-0.002793162
353,280.8429,80.23344,-0.002714917,-0.002714917
354,280.85306,80.23395,-0.002625645,-0.002625645
355,280.8638,80.23419,-0.002549903,-0.002549903
356,280.8734,80.23472,-0.002462493,-0.002462493
357,280.88367,80.23496,-0.002389671,-0.002389671
358,280.89273,80.23551,-0.002304616,-0.002304616
359,280.90244,80.235756,-0.002235013,-0.002235013
360,280.9109,80.23623,-0.002152714,-0.002152714
361,280.92004,80.23629,-0.002086986,-0.002086986
362,280.9278,80.23665,-0.002008159,-0.002008159
363,280.9363,80.2367,-0.001946245,-0.001946245
364,280.94342,80.23706,-0.001871054,-0.001871054
365,280.9513,80.237114,-0.001813476,-0.001813476
366,280.95767,80.237495,-0.001742353,-0.001742353
367,280.96484,80.237595,-0.00168929,-0.00168929
368,280.97052,80.238,-0.001622637,-0.001622637
369,280.97693,80.238106,-0.001574358,-0.001574358
370,280.98187,80.23851,-0.001512548,-0.001512548
371,280.98758,80.2386,-0.001469051,-0.001469051
372,280.99176,80.239,-0.001412055,-0.001412055
373,280.9967,80.23909,-0.001373625,-0.001373625
374,281.00012,80.23948,-0.001321977,-0.001321977
375,281.00436,80.239555,-0.001288628,-0.001288628
376,281.00702,80.23994,-0.001242346,-0.001242346
377,281.0105,80.24001,-0.001214123,-0.001214123
378,281.011,80.24038,-0.001173279,-0.001173279
379,281.01105,80.24044,-0.001150301,-0.001150301
380,281.01056,80.24079,-0.001115075,-0.001115075
381,281.01007,80.24085,-0.001095539,-0.001095539
382,281.0091,80.24117,-0.001062295,-0.001062295
383,281.00812,80.241234,-0.001045576,-0.001045576
384,281.00662,80.24155,-0.00101789,-0.00101789
385,281.0052,80.241585,-0.001006416,-0.001006416
386,281.00323,80.24188,-0.000984526,-0.000984526
387,281.00128,80.24191,-0.000978253,-0.000978253
388,280.999,80.242195,-0.000948122,-0.000948122
389,280.9967,80.24222,-0.000932372,-0.000932372
390,280.99228,80.24246,-0.000906921,-0.000906921
391,280.98807,80.24248,-0.000895909,-0.000895909
392,280.98328,80.242714,-0.00087606,-0.00087606
393,280.9786,80.24272,-0.000901378,-0.000901378
394,280.97336,80.24292,-0.000934577,-0.000934577
395,280.96835,80.24293,-0.000979266,-0.000979266
396,280.96286,80.2431,-0.001015535,-0.001015535
397,280.95764,80.243095,-0.001062027,-0.001062027
398,280.95193,80.24325,-0.001101008,-0.001101008
399,280.94647,80.24324,-0.001148975,-0.001148975
400,280.94067,80.243034,-0.001190192,-0.001190192
401,280.9351,80.24267,-0.00123947,-0.00123947
402,280.92914,80.24238,-0.001282832,-0.001282832
403,280.92346,80.242004,-0.001332706,-0.001332706
404,280.91748,80.24171,-0.001377603,-0.001377603
405,280.9117,80.24134,-0.001427895,-0.001427895
406,280.90573,80.241035,-0.001474043,-0.001474043
407,280.8999,80.24068,-0.001524439,-0.001524439
408,280.89395,80.240364,-0.001571586,-0.001571586
409,280.88815,80.24001,-0.001621669,-0.001621669
410,280.88306,80.2397,-0.001669278,-0.001669278
411,280.87933,80.239365,-0.00171872,-0.00171872
412,280.8755,80.23905,-0.001766671,-0.001766671
413,280.87308,80.23873,-0.001815145,-0.001815145
414,280.87106,80.23841,-0.001862858,-0.001862858
415,280.86902,80.2381,-0.001910274,-0.001910274
416,280.86694,80.23779,-0.001957808,-0.001957808
417,280.8648,80.237495,-0.002003465,-0.002003465
418,280.86267,80.2372,-0.002049971,-0.002049971
419,280.86047,80.236916,-0.002094094,-0.002094094
420,280.85828,80.23663,-0.002139765,-0.002139765
421,280.856,80.23637,-0.002181861,-0.002181861
422,280.85376,80.23608,-0.002226266,-0.002226266
423,280.85144,80.23585,-0.002262222,-0.002262222
424,280.8492,80.23557,-0.002300429,-0.002300429
425,280.84686,80.235344,-0.002332869,-0.002332869
426,280.84457,80.235085,-0.002369704,-0.002369704
427,280.84027,80.23489,-0.002400355,-0.002400355
428,280.8363,80.23465,-0.002436178,-0.002436178
429,280.8319,80.234474,-0.00246443,-0.00246443
430,280.828,80.234245,-0.002498524,-0.002498524
431,280.82355,80.23409,-0.00252466,-0.00252466
432,280.8197,80.23388,-0.002566368,-0.002566368
433,280.81537,80.23374,-0.002600611,-0.002600611
434,280.81152,80.23355,-0.002642096,-0.002642096
435,280.80722,80.23344,-0.002674371,-0.002674371
436,280.8035,80.23327,-0.002714336,-0.002714336
437,280.79926,80.23318,-0.002744421,-0.002744421
438,280.79562,80.23302,-0.002782463,-0.002782463
439,280.79144,80.23295,-0.002810492,-0.002810492
440,280.78796,80.23283,-0.002846702,-0.002846702
441,280.7839,80.23277,-0.002872242,-0.002872242
442,280.78058,80.23265,-0.002906381,-0.002906381
443,280.77667,80.23263,-0.002929462,-0.002929462
444,280.77347,80.23253,-0.002961201,-0.002961201
445,280.7697,80.23254,-0.002981795,-0.002981795
446,280.7667,80.232445,-0.00301112,-0.00301112
447,280.76315,80.23247,-0.003029225,-0.003029225
448,280.7603,80.232414,-0.003055987,-0.003055987
449,280.75693,80.232445,-0.003071439,-0.003071439
450,280.7543,80.232414,-0.003095504,-0.003095504
451,280.75116,80.23246,-0.003108349,-0.003108349
452,280.74878,80.232445,-0.003129747,-0.003129747
453,280.74585,80.23252,-0.003139999,-0.003139999
454,280.74365,80.23251,-0.0031587,-0.0031587
455,280.74097,80.232605,-0.003166284,-0.003166284
456,280.739,80.23262,-0.003182094,-0.003182094
457,280.73657,80.23273,-0.003187175,-0.003187175
458,280.73486,80.23276,-0.003200378,-0.003200378
459,280.73267,80.23289,-0.003202836,-0.003202836
460,280.7312,80.23292,-0.003210853,-0.003210853
461,280.72925,80.23306,-0.003207038,-0.003207038
462,280.728,80.23312,-0.003209676,-0.003209676
463,280.72632,80.23327,-0.003203268,-0.003203268
464,280.7253,80.23334,-0.003203015,-0.003203015
465,280.72394,80.2335,-0.003193896,-0.003193896
466,280.72388,80.23359,-0.003190647,-0.003190647
467,280.72394,80.23375,-0.003179352,-0.003179352
468,280.7248,80.23386,-0.003173422,-0.003173422
469,280.7252,80.23403,-0.00316013,-0.00316013
470,280.72626,80.23414,-0.003151621,-0.003151621
471,280.72693,80.23432,-0.003136303,-0.003136303
472,280.7282,80.234436,-0.003125381,-0.003125381
473,280.7291,80.23463,-0.0031082,-0.0031082
474,280.73062,80.23476,-0.003093984,-0.003093984
475,280.73178,80.23494,-0.003073823,-0.003073823
476,280.73346,80.235085,-0.003057238,-0.003057238
477,280.73483,80.23527,-0.003035558,-0.003035558
478,280.7367,80.23542,-0.00301708,-0.00301708
479,280.73825,80.23561,-0.002994401,-0.002994401
480,280.7403,80.235756,-0.002974448,-0.002974448
481,280.74197,80.23595,-0.002950592,-0.002950592
482,280.74463,80.2361,-0.002929075,-0.002929075
483,280.74725,80.23628,-0.002904577,-0.002904577
484,280.75006,80.23644,-0.002881943,-0.002881943
485,280.75275,80.23661,-0.00285676,-0.00285676
486,280.7557,80.23678,-0.002832933,-0.002832933
487,280.75858,80.23696,-0.002807482,-0.002807482
488,280.7616,80.23702,-0.002784415,-0.002784415
489,280.76465,80.23705,-0.002770245,-0.002770245
490,280.76776,80.23707,-0.002755984,-0.002755984
491,280.77087,80.23709,-0.002740651,-0.002740651
492,280.77405,80.237114,-0.002724752,-0.002724752
493,280.77722,80.23714,-0.00270848,-0.00270848
494,280.7804,80.237175,-0.002691284,-0.002691284
495,280.78363,80.237206,-0.002674058,-0.002674058
496,280.7868,80.237236,-0.002655506,-0.002655506
497,280.79004,80.23728,-0.002637685,-0.002637685
498,280.79315,80.23733,-0.002618105,-0.002618105
499,280.7964,80.23736,-0.002599642,-0.002599642
500,280.7995,80.23742,-0.002579213,-0.002579213
501,280.80273,80.23745,-0.002560304,-0.002560304
502,280.8058,80.23752,-0.002539025,-0.002539025
503,280.80893,80.23756,-0.002519877,-0.002519877
504,280.8119,80.23763,-0.002498107,-0.002498107
505,280.815,80.23766,-0.002478854,-0.002478854
506,280.81784,80.237755,-0.002456637,-0.002456637
507,280.82083,80.23778,-0.002437355,-0.002437355
508,280.8236,80.23786,-0.002414959,-0.002414959
509,280.82654,80.23791,-0.002395736,-0.002395736
510,280.82913,80.238,-0.002373161,-0.002373161
511,280.8319,80.23803,-0.002354252,-0.002354252
512,280.8344,80.23812,-0.002331781,-0.002331781
513,280.83704,80.23817,-0.002313244,-0.002313244
514,280.83936,80.23826,-0.002291011,-0.002291011
515,280.84186,80.23829,-0.002272877,-0.002272877
516,280.84402,80.238396,-0.002251077,-0.002251077
517,280.84634,80.23843,-0.002233478,-0.002233478
518,280.84833,80.23854,-0.002212066,-0.002212066
519,280.85052,80.23856,-0.002195332,-0.002195332
520,280.85233,80.23867,-0.002174679,-0.002174679
521,280.85434,80.2387,-0.002158571,-0.002158571
522,280.85596,80.23881,-0.002138543,-0.002138543
523,280.85773,80.23884,-0.002123508,-0.002123508
524,280.8592,80.23894,-0.002104107,-0.002104107
525,280.86078,80.23896,-0.002088819,-0.002088819
526,280.86203,80.239075,-0.00206973,-0.00206973
527,280.86343,80.2391,-0.002055455,-0.002055455
528,280.86444,80.2392,-0.002037291,-0.002037291
529,280.8657,80.23922,-0.002024043,-0.002024043
530,280.86652,80.23933,-0.002006996,-0.002006996
531,280.86752,80.23935,-0.001994957,-0.001994957
532,280.86816,80.23945,-0.001979236,-0.001979236
533,280.86902,80.23946,-0.001969073,-0.001969073
534,280.86902,80.239555,-0.001963321,-0.001963321
535,280.8693,80.23957,-0.001962606,-0.001962606
536,280.86908,80.23966,-0.001958449,-0.001958449
537,280.86914,80.23968,-0.001959224,-0.001959224
538,280.86877,80.23976,-0.00195669,-0.00195669
539,280.86865,80.23978,-0.001958747,-0.001958747
540,280.8681,80.23986,-0.001957793,-0.001957793
541,280.86777,80.23986,-0.001961205,-0.001961205
542,280.86707,80.239944,-0.001961652,-0.001961652
543,280.86658,80.23995,-0.001966391,-0.001966391
544,280.8657,80.24002,-0.001968358,-0.001968358
