,child value,parent value,action effect,child action
50,200.70375,152.10878,0.33219227,0.6728783
51,201.73418,152.46619,0.32382542,0.6648379
52,202.75221,152.78268,0.3361958,0.6701052
53,203.69841,153.08365,0.33401898,0.66714865
54,204.3531,153.37392,0.33461678,0.667505
55,204.99239,153.66086,0.3255052,0.6579617
56,205.6346,153.90741,0.32774916,0.65464675
57,206.29385,154.13577,0.31852147,0.6389733
58,206.97792,154.26266,0.31801096,0.6259864
59,207.68474,154.54823,0.3061723,0.6002069
60,208.4084,154.7921,0.30323526,0.57630545
61,209.0866,155.14255,0.3170187,0.5808728
62,209.83736,155.37665,0.27879602,0.50968283
63,210.5251,155.4686,0.30288765,0.5191378
64,211.17998,155.63902,0.28977948,0.4873632
65,211.89142,155.69331,0.27178603,0.5095017
66,212.68431,155.45705,0.27314234,0.49739543
67,213.42668,155.53711,0.26425952,0.5415125
68,214.11354,155.50928,0.29356626,0.5352419
69,214.7615,155.94667,0.24059689,0.54733354
70,215.64655,156.1293,0.39451447,0.72159857
71,216.47679,157.00739,0.13538192,0.57715064
72,217.94911,155.78925,0.19114566,0.3300207
73,218.5442,157.05585,0.29308274,0.36842152
74,219.12231,157.56487,0.07615164,0.5278839
75,220.87416,157.292,0.11648203,0.32047638
76,221.57799,157.69695,0.035737824,0.39568067
77,222.93759,157.10455,0.00333486,0.22674797
78,223.27837,158.08032,0.04330896,0.2441171
79,224.2686,158.16766,-0.14914757,0.232601
80,224.6457,155.63525,-0.048026204,0.04151116
81,225.38333,157.46295,0.07078543,0.5910608
82,226.33366,158.15579,-0.16573519,0.12560733
83,226.89745,156.99283,-0.024313947,0.0873343
84,228.06917,159.64569,-0.31317106,0.07494209
85,228.7794,157.14154,0.033645965,0.19526958
86,229.36418,158.72635,-0.36003208,0.06283996
87,230.28183,153.03487,-0.12777072,0.1905694
88,231.23076,159.50443,-0.09586183,0.4008075
89,232.38402,154.26447,0.09824762,0.49861488
90,233.01988,158.39664,-0.38227853,0.28332004
91,234.35701,151.90569,0.04195732,0.30582199
92,234.73566,158.83777,-0.048803587,0.22149128
93,234.79843,159.49405,-0.53500575,-0.24299638
94,235.99435,156.5506,-0.01039511,0.5284091
95,235.9075,160.18643,-0.5971511,-0.2711727
96,236.76186,153.0054,-0.08405868,0.62511533
97,237.47153,153.88971,-0.18435746,0.44265556
98,237.29573,153.92307,-0.11192713,0.3539892
99,237.07796,149.8367,0.0052035055,0.40781164
100,241.29987,153.89578,0.038887877,0.58283037
101,241.79857,154.94034,-0.034971047,0.28173324
102,241.739,158.02945,-0.2889268,0.16644111
103,242.83778,159.4153,-0.007692069,0.5534002
104,243.68028,159.89178,-0.3462589,0.031379323
105,244.16548,156.58246,0.017520726,0.8020547
106,243.80598,159.92032,-0.16726069,0.2881051
107,245.5641,157.1195,-0.0006804417,0.53610843
108,245.21123,158.0542,-0.014265299,0.58312666
109,245.73308,159.47554,0.14063801,0.7878711
110,246.02034,160.3167,0.17819507,0.821321
111,245.76578,161.21713,0.144327,0.8880875
112,246.47252,160.88977,0.2851951,1.0898067
113,246.15141,161.74573,0.20764422,0.86060554
114,246.91261,160.74936,0.33520317,0.8137805
115,247.38052,159.43016,0.23110448,0.7543879
116,247.44035,152.47888,0.28767574,0.803061
117,247.9868,148.64154,0.24385233,0.7552964
118,248.87523,144.06677,0.26441553,0.69530207
119,249.86194,138.62244,0.25693706,0.68479127
120,250.99869,133.52136,0.23797695,0.6899864
121,251.86101,128.29202,0.20312518,0.65741295
122,251.84627,122.528435,0.14375071,0.56698847
123,251.05827,117.25239,0.032426674,0.451798
124,250.77332,113.30236,-0.06719089,0.39117303
125,251.77777,109.57044,-0.09565429,0.30490178
126,250.4974,102.65269,0.12418738,0.5460887
127,252.85426,99.05803,0.39764667,0.18968387
128,252.86412,89.47166,0.10393276,0.03250036
129,251.32607,81.54774,0.077308446,0.36229184
130,247.89587,104.21396,0.0032534997,0.33776584
131,251.98447,101.21555,-0.12225414,0.19920228
132,253.15382,94.164154,-0.25680625,0.19601639
133,256.20462,89.99181,-0.14427167,0.12687637
134,256.75073,95.42227,-0.11476872,0.10886904
135,258.0608,96.82363,-0.20938599,-0.21176803
136,260.2551,99.59267,-0.13709047,-0.24240382
137,261.9559,102.91711,-0.20310365,-0.16984116
138,264.35913,108.202675,-0.27007654,-0.16018339
139,266.49554,109.07122,-0.1393405,-0.027327737
140,266.91,113.35549,-0.14535914,0.13624425
141,269.38953,119.951454,0.21285824,0.3225201
142,270.15854,117.75883,0.3581631,0.5154863
143,271.0842,116.916245,0.2754085,0.5167203
144,270.2601,118.73775,0.41699183,0.7589617
145,271.88586,116.21314,0.35016093,0.76986057
146,272.2351,116.98402,0.3772737,0.80899185
147,273.20163,116.40687,0.32500014,0.92293066
148,273.169,123.04783,0.21014148,0.9094076
149,273.95804,115.92047,0.3549712,1.0517205
150,276.2537,119.91945,0.5760776,1.4815706
151,274.89548,123.61116,0.031758804,1.1814903
152,281.92767,104.518524,0.087694354,1.0337874
153,273.59354,104.65472,-0.23989789,0.65249795
154,278.35828,118.82624,0.27491537,1.4030124
155,277.7289,112.98012,0.17368878,0.83368
156,278.07553,117.51598,0.10596755,0.70156544
157,282.09393,111.09318,0.031512696,0.8570364
158,284.32336,107.11491,-0.10752874,0.78476363
159,276.74377,136.15355,0.027127823,1.0320407
160,282.51538,131.44109,0.11404187,0.9992482
161,287.65652,135.88191,-0.04740846,1.0530766
162,280.03125,129.05676,0.13101543,1.4968475
163,282.10156,142.1492,0.32360798,1.6232824
164,280.8348,142.84348,0.32360798,1.6893878
165,283.58054,139.75635,0.025437623,1.3211092
166,285.72183,137.61098,-0.106327094,0.95263225
167,286.66647,139.76385,0.06825749,1.2564956
168,289.2314,138.70941,-0.15889002,0.64813226
169,289.67612,141.99545,0.03458169,1.1320935
170,290.72995,139.03674,-0.13055554,0.8365477
171,288.96692,137.06367,7.125735e-05,1.1140044
172,289.26944,139.59305,0.020919204,1.084072
173,289.75632,141.44862,0.09114587,1.1410846
174,290.74368,143.41136,0.1380884,1.162434
175,291.67453,147.33862,0.13095294,1.044791
176,292.49146,148.65852,0.09647677,1.0412272
177,292.52567,149.0405,0.06667771,1.0449839
178,293.35562,148.53027,0.08748133,1.1021283
179,294.44604,147.69797,0.105398946,1.1798593
180,295.13245,145.67369,0.105398946,1.2283195
181,295.8398,143.46709,0.064585365,1.2785786
182,295.75702,141.9469,0.064585365,1.2027737
183,295.425,141.83691,-0.009705007,1.1394857
184,294.3322,142.6089,-0.089639165,1.0528145
185,294.05576,140.90742,-0.1986169,0.9257478
186,295.49533,138.19568,-0.23253627,0.8420369
187,298.18466,135.98839,-0.22749002,0.78071505
188,301.07785,131.44379,-0.19368093,0.9327259
189,301.2545,130.58173,-0.19004856,0.97390145
190,301.29446,131.40141,-0.18382467,0.90615577
191,300.6962,132.94385,-0.1521543,0.7760051
192,301.13596,133.80267,-0.122647285,0.696878
193,302.5998,134.16943,-0.08695527,0.6644767
194,303.34607,133.8755,-0.057797313,0.8013525
195,302.33115,121.20417,-0.017912557,0.48327446
196,304.4592,117.73617,-0.007224361,0.91719747
197,298.9662,114.92353,0.21506743,0.8291948
198,299.1027,118.941795,0.0035008986,0.09966927
199,303.57,112.33544,0.2350442,0.40617022
200,304.24765,111.03095,0.14174499,-0.064545885
201,303.1425,110.96433,0.03522433,-0.09615763
202,303.88992,100.38886,0.086376965,0.34095553
203,302.9426,100.959236,0.07028967,0.49362233
204,302.92642,105.12379,-0.033993233,-0.053824324
205,302.5738,103.43238,-0.21630041,-0.122231305
206,301.66345,105.60052,-0.39729682,-0.13609046
207,302.58932,104.517494,-0.27189013,-0.21201219
208,302.49362,106.79017,-0.32086524,-0.16113414
209,303.3342,113.43702,-0.34293723,-0.25159225
210,303.04605,112.708305,-0.16088237,0.30149114
211,304.012,112.90261,-0.11433646,0.39159504
212,302.8447,109.245735,-0.024247268,0.74108785
213,304.3629,110.34084,0.18820788,0.7062204
214,304.21762,115.68935,0.002228101,0.6173351
215,304.0409,108.830864,0.15553679,0.78372806
216,303.75333,110.81378,0.40387523,1.0108944
217,305.32663,119.96267,0.19016092,1.2017165
218,306.21146,118.524956,0.32604283,1.2444607
219,307.72678,105.17033,-0.013785581,1.0215286
220,307.5948,102.937515,0.38655648,1.5903502
221,309.36343,100.469505,0.36366203,0.98374367
222,309.46054,108.16656,0.36317942,1.1084969
223,311.7199,113.36996,0.055785496,1.145351
224,305.2605,109.14973,-0.26881817,0.81185246
225,308.15778,109.46093,-0.13102613,0.8457958
226,310.94955,99.19697,0.101519085,1.1142626
227,311.69458,104.98899,-0.075112075,1.1591831
228,311.12592,106.70063,0.0572864,1.0759878
229,312.1647,109.608574,0.17010202,0.9361555
230,310.9836,109.25504,0.16640322,1.0831758
231,310.4281,108.01072,0.04559495,1.1240841
232,310.16962,103.82679,-0.0045333304,1.275388
233,310.06033,103.92284,-0.05463636,1.2201903
234,310.34756,104.082855,0.03317522,1.1781528
235,310.4552,103.58407,0.14299797,1.1377724
236,310.67807,104.48829,0.12530887,0.9605058
237,310.84018,105.124275,0.22646137,0.8274109
238,310.4214,105.36804,0.23798303,0.8589892
239,309.88245,105.86921,0.1913095,0.749042
240,308.3475,107.244385,0.21076286,0.80702585
241,308.0289,107.71094,0.15283033,0.8284591
242,307.4696,107.99842,0.18974851,0.8884415
243,307.554,105.64909,0.21406376,0.89524466
244,307.27615,106.2353,0.11751348,0.8997548
245,307.85306,107.49259,-0.028910518,0.89395595
246,308.11932,103.62948,-0.07827141,0.88579965
247,307.5126,103.36576,-0.10809039,0.9616956
248,307.19113,100.54357,-0.10099873,0.82543105
249,306.7523,102.12818,-0.038021,0.7219557
250,306.72504,102.60069,-0.10697147,0.8255884
251,306.4207,102.79476,-0.036394905,0.82296854
252,305.72775,101.720215,-0.036394905,0.8367432
253,305.87494,102.15991,-0.20603482,0.86253524
254,305.94003,103.743576,-0.19719271,0.88548875
255,306.38852,104.882774,-0.20645064,0.8890682
256,307.0138,105.736336,-0.18729208,0.88010216
257,307.80536,106.45617,-0.20836325,0.84905624
258,308.93216,107.281,-0.20696123,0.78180605
259,309.73178,108.31778,-0.1992747,0.6931384
260,310.3245,109.28932,-0.18765593,0.6064054
261,311.14474,109.84118,-0.17449768,0.58603674
262,311.8261,110.247574,-0.15772532,0.605634
263,312.54947,110.50909,-0.15542778,0.6071249
264,313.5792,110.51469,-0.15138282,0.6066837
265,314.6762,110.77925,-0.14339142,0.6007246
266,318.2477,98.84084,-0.4668449,0.43770838
267,317.4402,106.017525,-0.03777222,0.2606502
268,316.2864,119.83959,-0.27381888,0.33734012
269,315.07474,121.01279,0.005126963,0.48905972
270,313.89053,116.197945,-0.04772718,0.43453264
271,313.01773,120.27436,-0.14891319,0.53360265
272,312.80975,125.26395,-0.20894085,0.4633567
273,312.4,124.894264,-0.027039677,0.37595788
274,313.7242,121.01694,0.0027470987,0.5114188
275,314.42294,122.624626,-1.8427769e-05,0.6369152
276,312.83453,125.458275,-0.22409327,0.28699812
277,311.83017,129.42436,-0.20321734,0.3775494
278,312.6641,127.61651,-0.15577419,0.21341486
279,312.59796,124.22946,-0.06819955,0.50710815
280,311.7131,121.28053,-0.03219335,0.7501722
281,311.89642,119.12964,0.00685892,0.7805169
282,310.85406,114.59707,0.14969684,1.0177845
283,312.70493,114.13538,0.19473304,0.8754668
284,312.77304,113.72242,0.14166841,0.8878867
285,313.55276,113.703064,0.09676674,0.93723613
286,311.79147,118.01774,0.4890925,1.2671293
287,315.2738,118.61349,0.35118577,1.5511117
288,315.51752,107.58135,0.007833649,1.013143
289,315.5195,100.43188,0.1898144,1.4038647
290,318.72772,105.06283,0.29800418,1.3151907
291,317.4018,110.67292,0.01462404,0.99194473
292,315.44754,114.13314,-0.01791797,1.0139214
293,313.92493,111.76847,0.38241625,1.200272
294,310.18796,112.58579,-0.13925384,0.70448333
295,315.68533,110.85897,0.06387956,1.2218863
296,313.46045,118.16817,0.06387956,1.4291357
297,312.37933,118.56141,0.15702438,1.4307965
298,312.68948,122.18311,0.13590209,1.4463906
299,311.9472,122.27315,0.02400881,1.4475015
300,310.1291,119.44697,-0.02523311,1.3435549
301,310.66617,118.87046,-0.03085964,1.3685136
302,312.83252,117.45719,-0.10373619,1.2106322
303,312.2905,114.34557,-0.05910982,1.2834812
304,313.55704,117.21511,-0.084991455,1.4023991
305,313.89236,122.454025,-0.033174593,1.4926587
306,314.4612,123.4605,0.03336866,1.5800225
307,314.3975,123.61237,0.14117117,1.6756244
308,315.11386,123.856544,0.14117117,1.6772555
309,315.99808,124.934525,0.17990108,1.5687882
310,316.93582,126.15543,0.17990108,1.4980594
311,317.17914,128.39142,0.15487923,1.427649
312,317.4736,128.4895,0.15487923,1.3875002
313,317.64722,127.92855,0.105997495,1.2854983
314,318.4455,126.60587,0.105997495,1.1866575
315,319.1698,125.5826,0.0732967,1.0372648
316,319.51987,124.80919,0.08378299,0.97555226
317,320.20856,124.10491,0.052949388,0.96922916
318,320.5757,123.546906,0.052949388,1.041464
319,321.04233,122.59946,0.07094737,1.0552629
320,321.64188,122.350044,0.07094737,1.0949675
321,321.36823,122.26488,0.06952137,0.992279
322,318.81808,122.40446,-0.038374837,0.88801765
323,315.27454,124.67902,-0.12954132,0.82853156
324,314.3883,125.1336,-0.18913448,0.8054529
325,313.16837,123.77363,-0.21407843,0.7980938
326,311.16003,120.04052,-0.23164113,0.80604845
327,313.1395,114.67599,-0.22548841,0.868571
328,314.2891,112.65888,-0.22502412,0.91284055
329,315.2457,112.74491,-0.23008369,0.90238476
330,316.5361,113.74952,-0.22605962,0.87991947
331,317.3765,114.67108,-0.25040063,0.8300462
332,318.8596,116.51531,-0.26895538,0.79369515
333,319.56973,117.57783,-0.27259055,0.7874427
334,320.41678,118.58585,-0.27173153,0.773518
335,321.03036,119.34843,-0.2555704,0.73872185
336,321.45563,121.36902,-0.21276851,0.73488957
337,321.99927,122.80433,-0.17639168,0.7101775
338,320.6321,110.653404,-0.32993957,0.8858846
339,318.1622,114.85247,-0.21000068,0.79752874
340,321.4868,106.61381,-0.6947419,-0.363673
341,323.87238,101.470146,-0.27785155,0.13124877
342,321.51114,103.58365,-0.27785155,-0.058159266
343,316.98373,99.12972,-0.2107764,0.0895919
344,314.8421,102.139305,-0.14758427,0.26369217
345,315.56903,106.5649,-0.027520657,0.1112679
346,312.38925,108.673134,-0.23605652,-0.042368073
347,309.7754,106.02102,-0.23328237,-0.122837454
348,310.40952,101.779076,-0.26692164,-0.15568347
349,310.5892,99.39681,-0.2681665,-0.22918385
350,313.14697,102.05459,-0.28537893,-0.259207
351,314.57208,103.775764,-0.31904903,-0.20003428
352,313.2249,104.08622,-0.20032656,-0.08082749
353,311.01358,105.39576,-0.035040677,0.12598275
354,311.22626,107.29297,-0.035040677,0.3278803
355,311.6357,108.101654,-0.11506051,0.6341974
356,310.897,104.436905,-0.094062604,0.74198943
357,310.78314,103.45474,0.37238118,1.0101879
358,311.44077,114.25114,0.39851058,0.98811966
359,311.2659,111.36549,0.192208,1.4334215
360,314.03903,95.69387,-0.08532569,1.0686504
361,314.55917,89.157135,0.12094741,1.1002413
362,313.47348,106.26995,0.32701865,1.0544997
363,315.3,99.75515,0.43808436,1.081466
364,315.40396,105.83765,0.5790859,1.1295918
365,311.22305,103.29574,0.095241904,1.039189
366,310.59326,99.419075,-0.20614196,0.8659571
367,309.317,84.642426,-0.044514734,0.9884072
368,311.14117,94.66495,0.01333797,1.5679401
369,311.2601,91.09257,-0.028666914,1.0900282
370,310.1348,91.65284,-0.053595643,1.0954864
371,308.5718,93.187614,0.02969996,1.061256
372,308.49118,90.67858,0.017164191,0.9356176
373,306.85434,86.36044,0.12119087,1.0346316
374,307.2051,86.48319,0.05063197,1.0289372
375,306.69077,87.48324,0.010601173,1.0304003
376,306.15067,87.10577,-0.039197575,1.0463339
377,304.92563,90.64794,0.09710885,1.1491736
378,304.16498,92.864426,0.17986329,1.3340365
379,303.33035,92.590645,0.2761925,1.092553
380,302.46823,93.52332,0.2761925,0.81490785
381,301.03122,94.44236,0.14191651,0.77051896
382,299.19992,94.04885,0.0113227265,0.67909485
383,297.1852,94.955605,-0.16510092,0.5790854
384,295.9815,96.23292,-0.16942044,0.70212793
385,295.33762,96.04588,-0.10607025,0.8122723
386,295.56403,95.297844,-0.06920744,0.93795305
387,295.501,95.30927,0.056940515,1.0124545
388,295.03885,96.488976,0.073386855,1.0004022
389,293.99484,96.239265,-0.041494,0.8944235
390,293.7844,95.16666,-0.086466245,0.8246758
391,294.73474,94.7497,-0.12414814,0.82001686
392,296.0976,94.5026,-0.023287237,0.83043236
393,296.62555,94.35244,0.0226338,0.7895007
394,292.27496,94.26324,-0.115646414,0.627667
395,294.41336,92.06698,-0.249376,0.51399165
396,294.9736,89.43004,-0.22521634,0.52052593
397,295.24188,91.15021,-0.22065918,0.6181366
398,295.51062,90.92085,-0.17663924,0.66683817
399,295.31244,90.630844,-0.1348534,0.6804235
400,295.07605,90.14035,-0.15925165,0.66786927
401,294.75876,88.710075,-0.16900969,0.67684406
402,295.26855,87.54459,-0.19682868,0.6548571
403,295.4365,86.2948,-0.19886954,0.66046
404,296.12027,85.4556,-0.2068563,0.65780956
405,297.38724,80.41596,-0.32120824,0.55642694
406,310.17633,98.964455,-0.36258054,0.48270094
407,311.12363,100.33988,-0.28095338,0.13227153
408,311.67218,119.3997,-0.08738833,0.59622586
409,309.41122,123.73785,-0.000838995,0.47055507
410,306.71655,115.19889,-0.000838995,0.7058647
411,307.94366,120.91019,-0.07443719,0.6631532
412,305.91177,122.48318,-0.22596435,0.18292218
413,306.97153,120.10837,-0.31978166,0.10799191
414,310.15372,121.02364,-0.27844334,0.12548032
415,312.6525,123.71746,-0.24739248,0.18325059
416,314.6733,131.77882,-0.101728134,0.35458717
417,314.28323,129.21423,-0.17053747,0.3849105
418,311.4609,114.36215,-0.09889039,0.39356017
419,312.88943,112.9536,-0.07168699,0.16073479
420,311.36087,105.199455,0.13141298,0.7740724
421,314.10065,116.019066,0.26006424,0.7937846
422,315.4541,107.343765,0.4306165,1.3670106
423,314.7633,112.19468,0.543653,1.4362458
424,318.0834,117.06718,0.6527919,1.5957851
425,319.81485,116.66755,0.018309584,1.805518
426,316.61447,96.8554,-0.15481798,0.4801767
427,316.5873,96.98657,0.2530495,0.9023967
428,316.9789,98.97399,0.39146647,1.2125572
429,316.42624,100.94049,0.042102646,1.1604912
430,319.32693,114.33941,-0.048899572,1.0196705
431,320.5235,108.27317,0.03263123,1.050222
432,318.23947,89.94065,0.03263123,1.5185751
433,318.39966,102.14626,0.0070031085,1.3336782
434,317.09592,101.3784,0.0070031085,1.382506
435,315.87692,100.21613,0.12986706,1.2820911
436,315.78174,99.3921,0.12986706,1.175314
437,313.74652,99.10169,0.1113471,1.280088
438,313.63586,98.46878,0.1113471,1.2780617
439,313.74112,98.17848,-0.00452589,1.240395
440,312.99698,95.35041,0.09552016,1.386571
441,314.03854,97.15545,0.18661506,1.349471
442,313.64175,97.91111,0.18661506,1.3874394
443,314.13135,100.73584,0.15155625,1.43739
444,317.921,102.61397,0.16279064,1.5151032
445,318.2183,105.49118,0.30124727,1.5271806
446,318.0222,105.569855,0.30124727,1.480545
447,318.2103,106.6898,0.26032153,1.3677998
448,318.44632,108.14295,0.26032153,1.2984799
449,319.0635,109.15682,0.22371669,1.1604298
450,319.68704,110.747795,0.22371669,1.0643109
451,319.71594,110.889175,0.16723442,1.0377817
452,318.6147,110.06028,0.16723442,1.0136665
453,318.13327,109.01101,0.1109597,0.9907815
454,317.63803,108.39645,0.1109597,0.9511507
455,317.42477,108.01636,0.04709655,0.8409514
456,316.80756,107.09447,0.026479563,0.75190353
457,316.00906,104.59866,0.018734032,0.6900503
458,316.33328,104.39625,-0.05551283,0.7249961
459,315.14728,104.39035,-0.035077382,0.82757324
460,314.12936,103.479454,-0.065346174,0.8260379
461,312.6571,102.37221,-0.11040136,0.80860966
462,311.5405,102.53959,-0.16734691,0.91608983
463,311.7083,99.78199,-0.2030768,0.9705799
464,312.1815,100.42561,-0.22698481,0.9847552
465,313.0857,98.462074,-0.2270978,1.006122
466,313.06516,101.65334,-0.21066733,0.8673523
467,313.05533,101.06221,-0.22189061,0.7566107
468,313.17834,100.390686,-0.2310168,0.6932662
469,313.3058,100.59962,-0.25922462,0.6270161
470,312.47525,101.86221,-0.2446032,0.63022465
471,311.9666,102.3563,-0.29073784,0.561255
472,312.2334,103.51752,-0.26668218,0.6014201
473,312.3181,104.35342,-0.29952243,0.5681783
474,313.07413,106.05565,-0.2688748,0.5941927
475,321.21057,97.58114,-0.35837188,0.8587181
476,324.03152,101.888306,-0.32866833,0.6691465
477,329.72095,116.93961,-0.33054855,0.25319064
478,327.8289,118.31776,0.048942637,1.0172211
479,325.63028,127.46506,-0.28304577,0.27760303
480,320.64844,119.91545,-0.22571671,0.46247455
481,319.35422,122.65408,-0.3579034,0.20914282
482,318.36838,121.34452,-0.256356,0.038304508
483,315.3851,114.70237,-0.11016742,0.27584806
484,320.02283,114.092964,-0.044376556,0.43212113
485,322.14908,115.241936,-0.23529871,0.18178481
486,324.17715,120.54424,-0.19010086,0.11652904
487,324.90833,121.57752,-0.163161,0.054190252
488,324.00436,117.80218,-0.15779383,0.16762085
489,321.50626,114.99818,-0.122131936,0.48055193
490,321.81793,114.5888,-0.024110159,0.8413909
491,321.38843,118.204956,-0.08793435,0.8277896
492,319.51572,105.41091,0.20390598,1.2377514
493,319.5563,111.368355,0.47530016,1.2760651
494,315.90918,121.50524,0.6508971,1.5527452
495,319.05902,114.79181,0.14204201,1.6736501
496,318.86404,104.36712,-0.25552818,0.8054144
497,314.64865,98.06428,0.30206725,0.9418126
498,319.78696,103.55993,0.5358751,1.1456467
499,313.82895,106.72901,0.17584181,0.8871853
500,316.97733,99.821014,0.22515602,1.0649146
501,318.0844,103.29003,0.5772459,1.1369494
502,318.88898,113.149155,-0.016603827,0.69270056
503,320.22098,90.58825,0.01728928,1.4101372
504,315.16006,99.7091,0.01728928,1.7847471
505,312.42386,97.793785,0.05506764,1.4912764
506,312.7518,100.92431,0.05506764,1.3253807
507,312.31213,100.100945,0.017843047,1.2963277
508,310.99802,99.234856,0.017843047,1.3513869
509,311.3102,94.63357,0.012384494,1.2350463
510,311.88046,92.402145,-0.0061022043,1.2050914
511,311.5289,92.63511,0.019606432,1.2372924
512,311.18436,94.63262,0.019606432,1.2245904
513,311.6498,97.332054,0.021847993,1.3371973
514,312.84085,97.24323,0.047465634,1.466493
515,312.28992,99.64065,0.18337858,1.4508281
516,312.85532,100.10641,0.18337858,1.3364946
517,312.24377,101.405014,0.15949549,1.3123711
518,310.8774,102.37341,0.15949549,1.2410704
519,310.0476,104.29499,0.13925289,1.0392734
520,308.88715,105.59585,0.13925289,0.97663784
521,307.65472,105.5057,0.09589661,0.97117907
522,306.10724,104.881676,0.09589661,0.8777519
523,304.88382,103.76497,0.030183842,0.76438075
524,303.48578,102.55181,0.004160702,0.5938957
525,301.10275,102.21461,-0.07578942,0.50722414
526,297.26456,98.56092,-0.11974814,0.51612103
527,293.38632,96.581406,-0.11054853,0.52554244
528,293.18542,98.140236,-0.048102032,0.71881723
529,290.58026,98.482796,-0.16083205,0.78897995
530,290.56198,94.28652,-0.16083205,0.9029916
531,290.77942,93.76391,-0.27969196,0.96402144
532,291.15256,96.68513,-0.2698175,0.9016723
533,291.4005,96.128136,-0.28247592,0.8151098
534,291.17505,95.297554,-0.30230924,0.7248005
535,291.34183,94.884056,-0.3303527,0.65450245
536,290.92627,94.75759,-0.32551354,0.64533037
537,291.7102,95.29382,-0.31415904,0.6208138
538,292.75766,94.86748,-0.27570283,0.69088435
539,293.84964,94.75209,-0.19279242,0.76249385
540,294.31912,94.72082,-0.2002908,0.7210532
541,295.34775,94.022385,-0.20919226,0.7232601
542,295.65738,93.31694,-0.22625893,0.7051676
543,306.82516,86.26471,-0.41736123,0.7190859
544,314.92288,96.34362,-0.27146977,0.43749788
545,318.4835,107.72544,-0.0046771266,0.4868239
546,320.42477,115.26502,0.2754142,0.8008337
547,317.59433,123.89789,-0.011774729,0.740074
548,317.61533,123.35998,-0.10910932,0.6499695
549,314.35056,117.80834,-0.104191184,0.3280041
550,315.78674,117.084,-0.15381303,0.08249033
551,317.10986,117.02536,-0.34814453,0.047273505
552,319.88373,119.12005,-0.34956214,0.04384311
553,320.96957,126.463135,-0.20723826,0.21000071
554,320.93814,123.24461,-0.06449205,0.3737098
555,318.38217,125.83022,-0.20502762,0.27898028
556,317.48022,113.71053,-0.17043571,0.26172307
557,318.93558,113.16988,-0.0018966198,0.15864971
558,320.22037,105.93917,0.20562573,0.80968934
559,320.1932,115.49699,-0.06495229,0.9081834
560,321.25638,115.596535,0.04224507,1.0968336
561,321.24832,113.94045,0.34624472,1.3220328
562,320.31403,120.55465,0.49414548,1.4337116
563,318.58197,118.73142,0.26051822,1.7751799
564,317.11078,114.37611,0.25943956,1.4683652
565,319.38855,100.787865,0.036447685,0.5358206
566,314.89825,97.60322,0.6231896,1.5587627
567,306.53357,104.64793,0.18266295,0.78183645
568,320.67636,104.34095,0.3840557,1.182402
569,318.78116,90.426544,0.054046124,0.9254203
570,317.72482,106.03751,0.18731081,1.0670277
